title,hatespeech,subtype,text
First lady Obama takes swipe at Trump,0,-1,"This country has been paying for your families elaborate trips, while 1 in 6 children here in the United States go to bed hungry each nite..... millions of dollars spent (TAXPAYER MONEY) ON VACATIONS and all we hear is INCOME Equality..... that is a complete joke..... WAKE UP AMERICA....."
First lady Obama takes swipe at Trump,0,-1,"My entire family including me, my wife, my kids and grandkids entire wardrobes could not be valued at $20,000.00- the amount the Obama girls paid for their individual party dresses. Many in America are ""waking up"" and are fed up with a government that works harder at seeing the wealthy get theirs while tens of millions of American men and women are out of work, while many who were at one time productive workers with homes for their families, families who participated in community and school activities and were working to achieve the American Dream has been pushed aside to allow immigrants, legal and illegal, to come here and work! Obama and his administration has turned their backs on the American people and America! Obama is quick to point our how many new jobs were created in America but ; he never points out how many were lost, how many of the jobs filled were filled with immigrant workers (his own Labor Department says 3 out of four jobs in America is being taken by immigrants (legal and illegal) or how many men and women who at one time had jobs have run out of unemployment benefits, can not get work and are no longer counted in the ""Official"" Unemployment numbers. He does not point out the massive, huge, and growing national debt that the nation has grown under his administration. Could it be Obama's endorsement of Hillary Clinton was done so history will have someone else to show as the worst president in our history? She has one of American politics worst personal records already; electing her president will end in disaster and Obama will no longer have to face the reputation of Americas Greatest Presidential failure and the books showing him as the worst president in our history! confussed ""He's a fraud"" ""He's a thin skinned Fake"" What lets delete that!"
First lady Obama takes swipe at Trump,0,-1,"I am sorry..did she actually say this...The first lady on Friday also said some people “act as if name-calling is an acceptable substitute for thoughtful debate, as if anger and intolerance should be our default state rather than the optimism and openness that have always been the engine of our progress."" Isn't President Obama the one that circumvents Congress whenever he wants to because they don't agree with him and he just signs an Executive Order that have on several occasions violated the Constitution?? If that isn't hypocritical I don't know what is...."
First lady Obama takes swipe at Trump,1,3,"When that water buffalo and her ""hateful eight"" POS husband vacate the WH, we can be proud of America again!"
First lady Obama takes swipe at Trump,1,3,I spent 19 months in Vietnam I never saw a water buffalo that ugly. Former marine RVN 9-67 to 3-69 1st Amtrak @ Cau Viet & 2/9 Camp Carroll & Quang Tri
First lady Obama takes swipe at Trump,1,3,"Water buffalo, LOL, Perfect."
First lady Obama takes swipe at Trump,1,3,I bet the transvestites are elated that Michelle and her girls will never have to share a locker room or bathroom with them.
First lady Obama takes swipe at Trump,1,3,Does anyone care about anything about what she cares???? Diversity? How about TRASHY!!!
First lady Obama takes swipe at Trump,0,-1,"Trump "" What's Michele's dress size for a going away party, 18, 20, 22. My wife wears a 6, end of discussions!"""
First lady Obama takes swipe at Trump,1,3,"First ""Lady""? I beg to differ. That's no lady."
First lady Obama takes swipe at Trump,0,-1,I will miss Michelle Obama- ski when she leaves the White House... NOT !!!!
First lady Obama takes swipe at Trump,0,-1,"She really needs to explain how she got a high paying job with the U of Chicago Hospital when her husband became Senator, for which she had no qualifications. She really helped the poor--her job was to send them to other hospitals so the U of Chicago Hospital did not have to pay for their care. Good job Michelle. I hope you are packing."
First lady Obama takes swipe at Trump,0,-1,"it's called a No Work Contract, which is big bucks going to a person that has a free ride....NWCS are very popular in Chicago, some others call NWCS....money laundering."
First lady Obama takes swipe at Trump,1,3,"And her job was so important that when she left, they did not put anyone else in it. I wish I could get so much free money for being black."
First lady Obama takes swipe at Trump,0,-1,She should had taken at least one against her husband for being the worst president in U.S. history
First lady Obama takes swipe at Trump,0,-1,"well she should add that not only slaves built the white house. An irish born immigrant was the architect, with a team of free men (african and european), with some slaves. If we are being honest."
First lady Obama takes swipe at Trump,0,-1,You are being honest. She is not.
First lady Obama takes swipe at Trump,0,-1,pot calling kettle black...
First lady Obama takes swipe at Trump,0,-1,"Do the Democrats plan on drafting her for the nomination if Bizaro, I mean Hillary is indited? They seem to really like putting her out to the public."
First lady Obama takes swipe at Trump,0,-1,ONLY SHE IS BETTER OFF.......FOR THE LAST 7.5 YEARS.........
First lady Obama takes swipe at Trump,0,-1,"If she believes what she says, she should publicly condemn the ""anger and intolerance"" liberals inflicted on Trump supporters in San Jose, CA. But, we all know she will not."
First lady Obama takes swipe at Trump,1,3,That silver back NEVER looks good
First lady Obama takes swipe at Trump,0,-1,After eight years she finally comes out of the woodwork? She should stick to screwing up school lunches for the little kids.
First lady Obama takes swipe at Trump,1,3,Monkey face... man she is scary.
First lady Obama takes swipe at Trump,1,3,I want a Bumper Sticker with mooch-elles face stating does this A55 make my truck look fat?
First lady Obama takes swipe at Trump,0,-1,Just curious...why do or should we care what she has to say?
First lady Obama takes swipe at Trump,0,-1,'Good question...
First lady Obama takes swipe at Trump,1,3,"Michelle, the lady,who got a free ride all her life because of her color, but wasn't n proud to be an American until her husband got elected President, isn't qualified to judge Trump."
First lady Obama takes swipe at Trump,1,3,Spoken like a true Wookie.
First lady Obama takes swipe at Trump,1,3,"Is it me or does she also look like ""The Grinch Who Stole Christmas?"""
First lady Obama takes swipe at Trump,0,-1,"Here's the thing, for me, on immigration. It's like having company at your home. Guests arrive at your front door, they knock, you let them in. Maybe you offer them a beverage, have a nice chat. If those same people broke into your home, damaged your home, and treated you like garbage, you would defend your home. You would not invite them back. For over 200 years, we have had guests come to our American front door. We've invited them in, helped them get settled, made them part of our great American Family. That's who we are. But the criminals who insist on breaking down the back door to get in illegally, and then expect the rest of us to just say it's OK, are just not welcome. Go to the front door, knock, and we'll let you in. Otherwise, go home."
First lady Obama takes swipe at Trump,0,-1,"Well written, outstanding , please forward to Trump ad let him use it."
First lady Obama takes swipe at Trump,1,3,"At least trump has a wife that is easy on the eyes, MOOCHELL makes is so hard to look at.. just hideously ugly.."
First lady Obama takes swipe at Trump,0,-1,"Oh, come on. Pathetically uncalled for / inappropriate."
First lady Obama takes swipe at Trump,0,-1,"Sorry - just playing the game of Politics Liberals developed, and I guess I hit a nerve, called the truth?"
First lady Obama takes swipe at Trump,0,-1,"My point was she can't help the genetic ""cards"" she was dealt any more than you or I (or anyone else) can. Carve her up on her totally B.S. liberalbeliefs. THOSE she can be held responsible for/criticized for legitimately..."
